Unnamed: 0,Unnamed: 1,Unnamed: 2, Affirmations,Tag,Unnamed: 5,bg_Translation
,,, I am my own boss.  ,positive,,Translated:  I am my own boss.   to bg
,,, I am courageous and I stand up for myself.  ,positive,,Translated:  I am courageous and I stand up for myself.   to bg
,,, My thoughts are filled with positivity and my life is plentiful with prosperity.  ,positive,,Translated:  My thoughts are filled with positivity and my life is plentiful with prosperity.   to bg
,,," Today, I abandon my old habits and take up new, more positive ones.  ",positive,,"Translated:  Today, I abandon my old habits and take up new, more positive ones.   to bg"
,,,Many people look up to me and recognize my worth; I am admired.  ,positive,,Translated: Many people look up to me and recognize my worth; I am admired.   to bg
,,,I am blessed with an incredible family and wonderful friends.  ,positive,,Translated: I am blessed with an incredible family and wonderful friends.   to bg
,,,I acknowledge my own self-worth; my confidence is soaring.  ,positive,,Translated: I acknowledge my own self-worth; my confidence is soaring.   to bg
,,, Everything that is happening now is happening for my ultimate good.  ,positive,,Translated:  Everything that is happening now is happening for my ultimate good.   to bg
,,, I am a powerhouse; I am indestructible.  ,positive,,Translated:  I am a powerhouse; I am indestructible.   to bg
,,,"Though these times are difficult, they are only a short phase of life.  ",positive,,"Translated: Though these times are difficult, they are only a short phase of life.   to bg"
,,,My future is an ideal projection of what I envision now.  ,positive,,Translated: My future is an ideal projection of what I envision now.   to bg
,,,My efforts are being supported by the universe; my dreams manifest into reality before my eyes.  ,positive,,Translated: My efforts are being supported by the universe; my dreams manifest into reality before my eyes.   to bg
,,, The perfect partners for me are coming into my life sooner than I expect.  ,positive,,Translated:  The perfect partners for me are coming into my life sooner than I expect.   to bg
,,," I radiate beauty, charm, and grace.  ",positive,,"Translated:  I radiate beauty, charm, and grace.   to bg"
,,, I am in perfect health.  ,positive,,Translated:  I am in perfect health.   to bg
,,, My obstacles are moving out of my way; my path is carved towards greatness.  ,positive,,Translated:  My obstacles are moving out of my way; my path is carved towards greatness.   to bg
,,, I wake up today with strength in my heart and clarity in my mind.  ,positive,,Translated:  I wake up today with strength in my heart and clarity in my mind.   to bg
,,, I have no fears of tomorrow.  ,positive,,Translated:  I have no fears of tomorrow.   to bg
,,," I am at peace with all that has happened, is happening, and will happen.  ",positive,,"Translated:  I am at peace with all that has happened, is happening, and will happen.   to bg"
,,, My nature is Divine; I am a spiritual being.  ,positive,,Translated:  My nature is Divine; I am a spiritual being.   to bg
,,,My life is just beginning.  ,positive,,Translated: My life is just beginning.   to bg
,,, I am patient.  ,positive,,Translated:  I am patient.   to bg
,,,I am enchanted.  ,positive,,Translated: I am enchanted.   to bg
,,, I feel powerful.  ,positive,,Translated:  I feel powerful.   to bg
,,,I live in peace.  ,positive,,Translated: I live in peace.   to bg
,,, I am open to the greatness of my potential power.  ,positive,,Translated:  I am open to the greatness of my potential power.   to bg
,,, I am sustained by the notion of life’s enchantments.    ,positive,,Translated:  I am sustained by the notion of life’s enchantments.     to bg
,,,I honor the power of choice.  ,positive,,Translated: I honor the power of choice.   to bg
,,, I am joyous about being the master of my destiny.  ,positive,,Translated:  I am joyous about being the master of my destiny.   to bg
,,, I am the Leader of the core elements of my life  ,positive,,Translated:  I am the Leader of the core elements of my life   to bg
,,,You are capable of great things,positive,,Translated: You are capable of great things to bg
,,,Every day is a new opportunity,positive,,Translated: Every day is a new opportunity to bg
,,,I believe in myself,positive,,Translated: I believe in myself to bg
,,,Positive thoughts lead to positive outcomes,positive,,Translated: Positive thoughts lead to positive outcomes to bg
,,,Live The Good Life,positive,,Translated: Live The Good Life to bg
,,,Prosperity Affirmation - Crystal Wind,positive,,Translated: Prosperity Affirmation - Crystal Wind to bg
,,,I focus on breathing and grounding myself.,positive,,Translated: I focus on breathing and grounding myself. to bg
,,,Positivity and Present Moment Affirmation,positive,,Translated: Positivity and Present Moment Affirmation to bg
,,,For those looking to learn affirmations or develop a daily practice ,positive,,Translated: For those looking to learn affirmations or develop a daily practice  to bg
,,,Everyone tell us your success affirmation story,positive,,Translated: Everyone tell us your success affirmation story to bg
,,,"I don't need anyone for validation. I look to myself for self-affirmation & peace from within. I am beautiful, strong, sexy & intelligent without anyone telling me I am",positive,,"Translated: I don't need anyone for validation. I look to myself for self-affirmation & peace from within. I am beautiful, strong, sexy & intelligent without anyone telling me I am to bg"
,,,"I KNOW HOW TO BE HAPPY, AND DAILY, HAPPINESS COMES TO ME",positive,,"Translated: I KNOW HOW TO BE HAPPY, AND DAILY, HAPPINESS COMES TO ME to bg"
,,,Iam deserving of love and happiness.,positive,,Translated: Iam deserving of love and happiness. to bg
,,,I am confident in my abilities.,positive,,Translated: I am confident in my abilities. to bg
,,,My self-worth is not determined by others.,positive,,Translated: My self-worth is not determined by others. to bg
,,,I love and accept myself unconditionally.,positive,,Translated: I love and accept myself unconditionally. to bg
,,,I trust myself and my decisions.,positive,,Translated: I trust myself and my decisions. to bg
,,,I am proud of who I am becoming.,positive,,Translated: I am proud of who I am becoming. to bg
,,,I believe in my strengths.,positive,,Translated: I believe in my strengths. to bg
,,,I am a unique and valuable person.,positive,,Translated: I am a unique and valuable person. to bg
,,,I am worthy of success and accomplishments.,positive,,Translated: I am worthy of success and accomplishments. to bg
,,,"I radiate confidence, self-respect, and inner harmony.",positive,,"Translated: I radiate confidence, self-respect, and inner harmony. to bg"
,,,I give love freely without expectations.,positive,,Translated: I give love freely without expectations. to bg
,,,I am a magnet for positive and loving relationships.,positive,,Translated: I am a magnet for positive and loving relationships. to bg
,,,I am a magnet for financial abundance.,positive,,Translated: I am a magnet for financial abundance. to bg
,,,Money flows to me easily and effortlessly.,positive,,Translated: Money flows to me easily and effortlessly. to bg
,,,I attract lucrative opportunities into my life.,positive,,Translated: I attract lucrative opportunities into my life. to bg
,,,I am open to receiving prosperity in all areas of my life.,positive,,Translated: I am open to receiving prosperity in all areas of my life. to bg
,,,I am worthy of financial success.,positive,,Translated: I am worthy of financial success. to bg
,,,I use money to create positive experiences and opportunities.,positive,,Translated: I use money to create positive experiences and opportunities. to bg
,,,I am financially free and secure.,positive,,Translated: I am financially free and secure. to bg
,,,I am grateful for the abundance in my life.,positive,,Translated: I am grateful for the abundance in my life. to bg
,,,I am open to receiving all the wealth that comes my way.,positive,,Translated: I am open to receiving all the wealth that comes my way. to bg
,,,I create prosperity with an open heart and mind.,positive,,Translated: I create prosperity with an open heart and mind. to bg
,,,"My body is a temple, and I treat it with respect.",positive,,"Translated: My body is a temple, and I treat it with respect. to bg"
,,,"I am in perfect health, both mentally and physically.",positive,,"Translated: I am in perfect health, both mentally and physically. to bg"
,,,I am grateful for the strength and vitality in my body.,positive,,Translated: I am grateful for the strength and vitality in my body. to bg
,,,I attract positive energy that nourishes my well-being.,positive,,Translated: I attract positive energy that nourishes my well-being. to bg
,,,Every cell in my body radiates health and happiness.,positive,,Translated: Every cell in my body radiates health and happiness. to bg
,,,I am committed to living a healthy and balanced life.,positive,,Translated: I am committed to living a healthy and balanced life. to bg
,,,I release all tension and embrace relaxation.,positive,,Translated: I release all tension and embrace relaxation. to bg
,,,I am deserving of optimal health and wellness.,positive,,Translated: I am deserving of optimal health and wellness. to bg
